name,grade,type,bolts,length,pitches,first_ascent,route_setter,url,area_url
Mis Dos Spits,6c+,sport,,30m,,,,https://www.thecrag.com/en/climbing/cuba/route/16343203,https://www.thecrag.com/en/climbing/cuba/area/14266579
Medio Bandido,7b+,sport,,30m,,,,https://www.thecrag.com/en/climbing/cuba/route/16343251,https://www.thecrag.com/en/climbing/cuba/area/14266579
Intrusos,6a,sport,6,15m,1,Yarobys García & Alberto Leivas,,https://www.thecrag.com/en/climbing/cuba/route/2478549621,https://www.thecrag.com/en/climbing/cuba/area/14266579
Polaca de Oro,6c+,sport,,20m,1,Aníbal Fernández & Josué Millo,,https://www.thecrag.com/en/climbing/cuba/route/2478549726,https://www.thecrag.com/en/climbing/cuba/area/14266579
Summertime,7a,sport,,30m,1,Aníbal Fernández & Yarobys García,,https://www.thecrag.com/en/climbing/cuba/route/2478549831,https://www.thecrag.com/en/climbing/cuba/area/14266579
"Guao, Guano, y Espina",6a+,sport,,80m,,,,https://www.thecrag.com/en/climbing/cuba/route/16343347,https://www.thecrag.com/en/climbing/cuba/area/2514267645
Clases de Fisuras,6b,unknown,,10m,,,,https://www.thecrag.com/en/climbing/cuba/route/16343395,https://www.thecrag.com/en/climbing/cuba/area/2514267645
Living la Vía Loca,7a,trad,,30m,1,Aníbal Fernández & Jorge Mederos,,https://www.thecrag.com/en/climbing/cuba/route/16343443,https://www.thecrag.com/en/climbing/cuba/area/14266603
Milenio,6c+,trad,1,60m,3,Vitalio Echazábal & Aníbal Fernández,,https://www.thecrag.com/en/climbing/cuba/route/16343491,https://www.thecrag.com/en/climbing/cuba/area/14266603
A Mulatazo Limpio,7a,sport,,30m,1,Aníbal Fernández & David Brasco,,https://www.thecrag.com/en/climbing/cuba/route/16343539,https://www.thecrag.com/en/climbing/cuba/area/14266603
Huevos Verdes con Jamón,6c+,sport,13,60m,2,Aníbal Fernández & Vitalio Echazábal,,https://www.thecrag.com/en/climbing/cuba/route/16343635,https://www.thecrag.com/en/climbing/cuba/area/14266603
La Llorona,6b,sport,,30m,,,,https://www.thecrag.com/en/climbing/cuba/route/5844543105,https://www.thecrag.com/en/climbing/cuba/area/14266603
¡Hay Papito!,7c+/8a,sport,10,30m,1,David Brasco,,https://www.thecrag.com/en/climbing/cuba/route/16343683,https://www.thecrag.com/en/climbing/cuba/area/14266603
Ay Mamita,6b,sport,,30m,,,,https://www.thecrag.com/en/climbing/cuba/route/5844541905,https://www.thecrag.com/en/climbing/cuba/area/14266603
Cancelado,6c+,sport,10,25m,,,,https://www.thecrag.com/en/climbing/cuba/route/5856510837,https://www.thecrag.com/en/climbing/cuba/area/14266603
Logic of Masturbacion,6b,sport,11,26m,,,,https://www.thecrag.com/en/climbing/cuba/route/5856510924,https://www.thecrag.com/en/climbing/cuba/area/14266603
Saca el dedo,6c,sport,8,12m,,,,https://www.thecrag.com/en/climbing/cuba/route/5856511011,https://www.thecrag.com/en/climbing/cuba/area/14266603
Chinata loca,5+,sport,6,10m,,,,https://www.thecrag.com/en/climbing/cuba/route/5856511098,https://www.thecrag.com/en/climbing/cuba/area/14266603
Cara Dura,6a,sport,6,15m,1,Josué Millo,,https://www.thecrag.com/en/climbing/cuba/route/2514338421,https://www.thecrag.com/en/climbing/cuba/area/14266651
Mi Cusi,5+,sport,7,15m,1,Josué Millo,,https://www.thecrag.com/en/climbing/cuba/route/2514338535,https://www.thecrag.com/en/climbing/cuba/area/14266651
Feliz Cumpleaños,6a,sport,5,13m,1,Alberto Leiva,,https://www.thecrag.com/en/climbing/cuba/route/2514338640,https://www.thecrag.com/en/climbing/cuba/area/14266651
Rosca Izquierda,6c,sport,,20m,1,Alberto Leiva,,https://www.thecrag.com/en/climbing/cuba/route/2514338745,https://www.thecrag.com/en/climbing/cuba/area/14266651
Vamo Allá,6c,sport,9,18m,1,Yarobys García & Maikel Novo,,https://www.thecrag.com/en/climbing/cuba/route/2514338850,https://www.thecrag.com/en/climbing/cuba/area/14266651
Saca Chispas,7a+,sport,,15m,,,,https://www.thecrag.com/en/climbing/cuba/route/16344355,https://www.thecrag.com/en/climbing/cuba/area/14266651
Virosis,7b+,sport,8,15m,1,"Josué Millo,  Yarobys García & Alberto Leiva",,https://www.thecrag.com/en/climbing/cuba/route/2514629730,https://www.thecrag.com/en/climbing/cuba/area/14266651
Echando Candela,8a,sport,8,20m,1,"Josué Millo,  Yarobys García & Alberto Leiva",,https://www.thecrag.com/en/climbing/cuba/route/2514629835,https://www.thecrag.com/en/climbing/cuba/area/14266651
Morirse a Plazo,8a,sport,9,20m,1,"Josué Millo,  Yarobys García & Alberto Leiva",,https://www.thecrag.com/en/climbing/cuba/route/2514629940,https://www.thecrag.com/en/climbing/cuba/area/14266651
The Wasp Factory,7b+,sport,10,25m,1,,,https://www.thecrag.com/en/climbing/cuba/route/16344403,https://www.thecrag.com/en/climbing/cuba/area/14266651
The Colony,8a+,sport,15,30m,1,Neil Gresham,,https://www.thecrag.com/en/climbing/cuba/route/16344451,https://www.thecrag.com/en/climbing/cuba/area/14266651
Esplendidos,8a,sport,10,24m,1,Tim Emmett,,https://www.thecrag.com/en/climbing/cuba/route/16344499,https://www.thecrag.com/en/climbing/cuba/area/14266651
The One Inch Punch,8b,sport,15,30m,1,Tim Emmett,,https://www.thecrag.com/en/climbing/cuba/route/16344547,https://www.thecrag.com/en/climbing/cuba/area/14266651
La Mierda,6b+,sport,,,,,,https://www.thecrag.com/en/climbing/cuba/route/16344595,https://www.thecrag.com/en/climbing/cuba/area/14266651
La Playa - left,6c+,sport,10,,2,,,https://www.thecrag.com/en/climbing/cuba/route/16344643,https://www.thecrag.com/en/climbing/cuba/area/14266651
Chimeneando,6b+,sport,,25m,,,,https://www.thecrag.com/en/climbing/cuba/route/16344691,https://www.thecrag.com/en/climbing/cuba/area/14266651
Totisnao,6b+,sport,,25m,,,,https://www.thecrag.com/en/climbing/cuba/route/16344739,https://www.thecrag.com/en/climbing/cuba/area/14266651
A Martillazo Limpio,7a,sport,,30m,,,,https://www.thecrag.com/en/climbing/cuba/route/16344787,https://www.thecrag.com/en/climbing/cuba/area/14266651
Na Pa Pié,7c,sport,,,2,"Josué Millo,  Alberto Leivas & Reiniel Sosa",,https://www.thecrag.com/en/climbing/cuba/route/2516877348,https://www.thecrag.com/en/climbing/cuba/area/14266651
Kid Expresivo,6c+,sport,7,27m,1,Aníbal Fernández,,https://www.thecrag.com/en/climbing/cuba/route/2516875374,https://www.thecrag.com/en/climbing/cuba/area/14266651
Quien Dijo Miedo Habiendo Hospitales?,7c,sport,,28m,2,Josué Millo,,https://www.thecrag.com/en/climbing/cuba/route/16344835,https://www.thecrag.com/en/climbing/cuba/area/14266651
RM,6a+,sport,6,25m,1,,,https://www.thecrag.com/en/climbing/cuba/route/16344883,https://www.thecrag.com/en/climbing/cuba/area/14266651
Chao Pescao,6b+,sport,6,25m,1,Josué Millo,,https://www.thecrag.com/en/climbing/cuba/route/2514360474,https://www.thecrag.com/en/climbing/cuba/area/14266651
Puro Cubano pitch 1,6b+,sport,,25m,,,,https://www.thecrag.com/en/climbing/cuba/route/16344931,https://www.thecrag.com/en/climbing/cuba/area/14266651
Puro Cubano,7a+,sport,8,62m,3,"Vitalio Echazábal,  Armando Menocal & David Ryan",,https://www.thecrag.com/en/climbing/cuba/route/16344979,https://www.thecrag.com/en/climbing/cuba/area/14266651
Maya,7c,sport,,15m,1,Abel Pérez & Loisbel Silvelio,,https://www.thecrag.com/en/climbing/cuba/route/2516836032,https://www.thecrag.com/en/climbing/cuba/area/14266651
Cubanitos en la Red,6b+,sport,,24m,1,Josué Millo,,https://www.thecrag.com/en/climbing/cuba/route/16345027,https://www.thecrag.com/en/climbing/cuba/area/14266651
Unnamed 1,7b,sport,,15m,1,Los Titos,,https://www.thecrag.com/en/climbing/cuba/route/16345123,https://www.thecrag.com/en/climbing/cuba/area/14266651
¡Misericordia por Dios!,7b,sport,9,15m,1,Josué Millo & Reiniel Sosa,,https://www.thecrag.com/en/climbing/cuba/route/2514378741,https://www.thecrag.com/en/climbing/cuba/area/14266651
Tiburones Viñaleros,7c,sport,11,20m,1,Ned Harris & Alberto Leivas,,https://www.thecrag.com/en/climbing/cuba/route/2514372282,https://www.thecrag.com/en/climbing/cuba/area/14266651
Camino al Infierno,7a,sport,7,15m,1,Josué Millo & Alberto Leivas,,https://www.thecrag.com/en/climbing/cuba/route/16345171,https://www.thecrag.com/en/climbing/cuba/area/14266651
Los Tres Mosqueteros,7b,sport,3,7m,1,Josué Millo & Alberto Leivas,,https://www.thecrag.com/en/climbing/cuba/route/16345195,https://www.thecrag.com/en/climbing/cuba/area/14266651
Na Pa Nadie Pa,7b+,sport,3,7m,1,Josué Millo & Alberto Leivas,,https://www.thecrag.com/en/climbing/cuba/route/16345219,https://www.thecrag.com/en/climbing/cuba/area/14266651
Haista,6c,sport,3,8m,1,Josué Millo & Alberto Leivas,,https://www.thecrag.com/en/climbing/cuba/route/16345243,https://www.thecrag.com/en/climbing/cuba/area/14266651
Candilejas,6c,sport,3,7m,1,Josué Millo,,https://www.thecrag.com/en/climbing/cuba/route/16345291,https://www.thecrag.com/en/climbing/cuba/area/14266651
M-1,8a,sport,4,9m,1,Josué Millo,,https://www.thecrag.com/en/climbing/cuba/route/2516869101,https://www.thecrag.com/en/climbing/cuba/area/14266651
Golondrina,6b+,sport,3,9m,1,Josué Millo & Raiquel Reyes,,https://www.thecrag.com/en/climbing/cuba/route/2516869206,https://www.thecrag.com/en/climbing/cuba/area/14266651
Guiro que Te Escachas,7c,sport,3,9m,1,Josué Millo & Raiquel Reyes,,https://www.thecrag.com/en/climbing/cuba/route/2516869311,https://www.thecrag.com/en/climbing/cuba/area/14266651
Anduriña,8a,sport,3,9m,1,Josué Millo & Fransua Bosmenier,,https://www.thecrag.com/en/climbing/cuba/route/2516869416,https://www.thecrag.com/en/climbing/cuba/area/14266651
Chicharrónes,8a+,sport,4,9m,1,Josué Millo & Fransua Bosmenier,,https://www.thecrag.com/en/climbing/cuba/route/2516869521,https://www.thecrag.com/en/climbing/cuba/area/14266651
Malanga Hasta La Muerte,7b+,sport,9,15m,1,David Brasco & Rosa Catalá,,https://www.thecrag.com/en/climbing/cuba/route/16345363,https://www.thecrag.com/en/climbing/cuba/area/14266651
Otra Mano “Pa” el Pulpo,7c,sport,9,14m,1,Josué Millo & Reiniel Sosa,,https://www.thecrag.com/en/climbing/cuba/route/12545713,https://www.thecrag.com/en/climbing/cuba/area/14266651
Jineteras a lo Suyo,7c,sport,9,15m,1,Martin Molin & Ariel Pasqualeitti,,https://www.thecrag.com/en/climbing/cuba/route/2514369183,https://www.thecrag.com/en/climbing/cuba/area/14266651
La Cuchillita,6a,sport,,28m,2,,,https://www.thecrag.com/en/climbing/cuba/route/16345411,https://www.thecrag.com/en/climbing/cuba/area/14266651
Juegos de Niños,5+,sport,8,29m,1,,,https://www.thecrag.com/en/climbing/cuba/route/2516806992,https://www.thecrag.com/en/climbing/cuba/area/14266651
Guajiros,6b+,sport,12,29m,1,Scott Cole & Armando Menocal,,https://www.thecrag.com/en/climbing/cuba/route/16345459,https://www.thecrag.com/en/climbing/cuba/area/14266651
Guajiras,6b,sport,,31m,1,David Brasco,,https://www.thecrag.com/en/climbing/cuba/route/2516815878,https://www.thecrag.com/en/climbing/cuba/area/14266651
Calentando Baterias,6a,sport,7,25m,1,,,https://www.thecrag.com/en/climbing/cuba/route/16345555,https://www.thecrag.com/en/climbing/cuba/area/14266675
Chan Chan de Ilusiones,6c,sport,,25m,1,,,https://www.thecrag.com/en/climbing/cuba/route/16345603,https://www.thecrag.com/en/climbing/cuba/area/14266675
Tarentola,6a+,sport,8,28m,1,,,https://www.thecrag.com/en/climbing/cuba/route/16345651,https://www.thecrag.com/en/climbing/cuba/area/14266675
Romeo y Regleta,7b+,sport,,28m,,,,https://www.thecrag.com/en/climbing/cuba/route/16345699,https://www.thecrag.com/en/climbing/cuba/area/14266675
Guajiro Natural,6b+,sport,,25m,,,,https://www.thecrag.com/en/climbing/cuba/route/16345747,https://www.thecrag.com/en/climbing/cuba/area/14266675
Por la Raja de Tu Falda,6c,sport,7,25m,1,,,https://www.thecrag.com/en/climbing/cuba/route/16345795,https://www.thecrag.com/en/climbing/cuba/area/14266675
Economizando Baterias,6b,sport,,25m,1,,,https://www.thecrag.com/en/climbing/cuba/route/16346011,https://www.thecrag.com/en/climbing/cuba/area/14266675
Reversible,6b+,sport,,20m,1,,,https://www.thecrag.com/en/climbing/cuba/route/16345819,https://www.thecrag.com/en/climbing/cuba/area/14266675
"Mujer, Peligro y Placer",6b,sport,9,25m,1,,,https://www.thecrag.com/en/climbing/cuba/route/2507059029,https://www.thecrag.com/en/climbing/cuba/area/14266675
Mancha en Mi Expediente,8a,sport,,30m,1,Josué Millo & Yuniesky Gonzales,,https://www.thecrag.com/en/climbing/cuba/route/2507060733,https://www.thecrag.com/en/climbing/cuba/area/14266675
Pies de Homo Hábilis,7b,sport,12,30m,,,,https://www.thecrag.com/en/climbing/cuba/route/5845340964,https://www.thecrag.com/en/climbing/cuba/area/14266675
Dame Luz San Valentín,7a,sport,11,30m,,,,https://www.thecrag.com/en/climbing/cuba/route/5845342170,https://www.thecrag.com/en/climbing/cuba/area/14266675
Melodía Celestial,6c,sport,,30m,1,,,https://www.thecrag.com/en/climbing/cuba/route/16345867,https://www.thecrag.com/en/climbing/cuba/area/14266675
Terapia de Miedo,7a+,sport,12,30m,1,,,https://www.thecrag.com/en/climbing/cuba/route/16345915,https://www.thecrag.com/en/climbing/cuba/area/14266675
Cuando los Ángeles lloran,7a,sport,12,30m,1,,,https://www.thecrag.com/en/climbing/cuba/route/16345939,https://www.thecrag.com/en/climbing/cuba/area/14266675
Rebentadera,6b,sport,11,30m,1,,,https://www.thecrag.com/en/climbing/cuba/route/16345963,https://www.thecrag.com/en/climbing/cuba/area/14266675
Sorpresa,6b,sport,,60m,2,Josué Millo & Raikel Reyes,,https://www.thecrag.com/en/climbing/cuba/route/16345987,https://www.thecrag.com/en/climbing/cuba/area/14266675
Titos,6c,sport,,15m,1,,,https://www.thecrag.com/en/climbing/cuba/route/2529996012,https://www.thecrag.com/en/climbing/cuba/area/2514327885
La Claudia,6c+,sport,10,25m,,,,https://www.thecrag.com/en/climbing/cuba/route/5886604203,https://www.thecrag.com/en/climbing/cuba/area/2514327885
Periode Especial en Linea,8a+,sport,10,28m,,,,https://www.thecrag.com/en/climbing/cuba/route/5886607992,https://www.thecrag.com/en/climbing/cuba/area/2514327885
Desesperado por el Encadene,7c+,sport,12,26m,,,,https://www.thecrag.com/en/climbing/cuba/route/5886622872,https://www.thecrag.com/en/climbing/cuba/area/2514327885
Nicotina,5,sport,,20m,1,Aníbal Fernández & José Luís Gómez,,https://www.thecrag.com/en/climbing/cuba/route/2529996111,https://www.thecrag.com/en/climbing/cuba/area/2514327885
Escabiosis,6c+,sport,,25m,1,Aníbal Fernández & José Luís Gómez,,https://www.thecrag.com/en/climbing/cuba/route/2529996216,https://www.thecrag.com/en/climbing/cuba/area/2514327885
Pichulina San,7b+,sport,,18m,1,Aníbal Fernández & Abel Pérez,,https://www.thecrag.com/en/climbing/cuba/route/2529999102,https://www.thecrag.com/en/climbing/cuba/area/2509075776
Shogun,6b,sport,,20m,1,Abel Pérez & Aníbal Fernández,,https://www.thecrag.com/en/climbing/cuba/route/2529999207,https://www.thecrag.com/en/climbing/cuba/area/2509075776
Sueño de las Chicas,6a,sport,7,20m,1,Paul Laperrière,,https://www.thecrag.com/en/climbing/cuba/route/16346035,https://www.thecrag.com/en/climbing/cuba/area/14266699
Zero Positivo,6a+,sport,7,20m,1,Markus Leicht,,https://www.thecrag.com/en/climbing/cuba/route/16346083,https://www.thecrag.com/en/climbing/cuba/area/14266699
Moneando,5,sport,,25m,1,Josué Millo,,https://www.thecrag.com/en/climbing/cuba/route/16346131,https://www.thecrag.com/en/climbing/cuba/area/14266699
Kirikiki,7a+,sport,,12m,,,,https://www.thecrag.com/en/climbing/cuba/route/9292005468,https://www.thecrag.com/en/climbing/cuba/area/9291974712
La Puta del Barrio,8b,sport,,13m,,Yaroby Garcia & Enzo Odo,,https://www.thecrag.com/en/climbing/cuba/route/9292086810,https://www.thecrag.com/en/climbing/cuba/area/9291974712
Je sui Qun Connurd,8c,sport,,12m,,Yaroby & Enzo Odo,,https://www.thecrag.com/en/climbing/cuba/route/9292086897,https://www.thecrag.com/en/climbing/cuba/area/9291974712
Tho mas Dos,7c+,sport,,13m,,Nina Caprez & Melissa Le Neve,,https://www.thecrag.com/en/climbing/cuba/route/9292086984,https://www.thecrag.com/en/climbing/cuba/area/9291974712
Bouse,7c+,sport,,12m,,"Nina Caprez,  Melissa & Melissa Le Neve",,https://www.thecrag.com/en/climbing/cuba/route/9292087071,https://www.thecrag.com/en/climbing/cuba/area/9291974712
Atascado,7c+,sport,,10m,,Josue Millo & Jorge Luis Pimente,,https://www.thecrag.com/en/climbing/cuba/route/9292087158,https://www.thecrag.com/en/climbing/cuba/area/9291974712
Reciclando Humanos,8a+,sport,,12m,,Yaroby Garcia & Paul Laperiere,,https://www.thecrag.com/en/climbing/cuba/route/9292087245,https://www.thecrag.com/en/climbing/cuba/area/9291974712
Tripleantibiotico,7a+,sport,,16m,,Jorge Luis Pimente & Adrian Perez,,https://www.thecrag.com/en/climbing/cuba/route/9292087332,https://www.thecrag.com/en/climbing/cuba/area/9291974712
Xtra Matrimonial,7b,sport,,16m,,Yaroby Garia & Paul Laperiere,,https://www.thecrag.com/en/climbing/cuba/route/9292087431,https://www.thecrag.com/en/climbing/cuba/area/9291974712
Alto cedro,8c+,sport,,15m,,Mike Fuselier,,https://www.thecrag.com/en/climbing/cuba/route/9292087518,https://www.thecrag.com/en/climbing/cuba/area/9291974712
La Bruja,7c+,sport,,18m,,Jorge Luis Pimente & Raikel Reyes,,https://www.thecrag.com/en/climbing/cuba/route/9292087605,https://www.thecrag.com/en/climbing/cuba/area/9291974712
Babalú Ayé,6b+,sport,,140m,4,Aníbal Fernández & Craig Luebben,,https://www.thecrag.com/en/climbing/cuba/route/14266891,https://www.thecrag.com/en/climbing/cuba/area/12546493
Guerra,5.10a,sport,,,1,R. Boscarino & E. Jimenez,,https://www.thecrag.com/en/climbing/central-america/route/765641670,https://www.thecrag.com/en/climbing/central-america/area/765607386
Paz,5.7,sport,4,,1,R. Boscarino & E. Jimenez,,https://www.thecrag.com/en/climbing/central-america/route/765641769,https://www.thecrag.com/en/climbing/central-america/area/765607386
Amor,5.8,sport,4,,1,R. Boscarino & E. Jimenez,,https://www.thecrag.com/en/climbing/central-america/route/765641868,https://www.thecrag.com/en/climbing/central-america/area/765607386
La Cueva del Alacran,5.8,sport,6,,1,J. Rodriguez,,https://www.thecrag.com/en/climbing/central-america/route/765641967,https://www.thecrag.com/en/climbing/central-america/area/765607386
Jadihel,5.9,sport,,,1,J. Rodriguez,,https://www.thecrag.com/en/climbing/central-america/route/765642066,https://www.thecrag.com/en/climbing/central-america/area/765607386
Yan Gabriel,5.9,sport,,,1,J. Rodriguez,,https://www.thecrag.com/en/climbing/central-america/route/765642165,https://www.thecrag.com/en/climbing/central-america/area/765607386
Claudia Isabel,5.9,sport,,,1,J. Rodriguez,,https://www.thecrag.com/en/climbing/central-america/route/765642264,https://www.thecrag.com/en/climbing/central-america/area/765607386
Born Free,5.8,sport,,,1,J. Rodriguez,,https://www.thecrag.com/en/climbing/central-america/route/765642363,https://www.thecrag.com/en/climbing/central-america/area/765607386
Independence Day,5.9,sport,,,1,J. Rodriguez,,https://www.thecrag.com/en/climbing/central-america/route/765642462,https://www.thecrag.com/en/climbing/central-america/area/765607386
ADD,5.10b,sport,,,1,R. Boscarino & E. Jimenez,,https://www.thecrag.com/en/climbing/central-america/route/765642561,https://www.thecrag.com/en/climbing/central-america/area/765607386
DDD,5.8,sport,,,1,R. Boscarino & E. Jimenez,,https://www.thecrag.com/en/climbing/central-america/route/765642660,https://www.thecrag.com/en/climbing/central-america/area/765607386
The Shark Attack,5.10d,sport,5,8m,1,J. Rodriguez,,https://www.thecrag.com/en/climbing/central-america/route/765642759,https://www.thecrag.com/en/climbing/central-america/area/765607386
Tierra a la Vista,5.9,sport,,,1,R. Boscarino & E. Jimenez,,https://www.thecrag.com/en/climbing/central-america/route/765642858,https://www.thecrag.com/en/climbing/central-america/area/765607386
Bee Attack & Wenguie's Revenge,5.10d,sport,,,1,J. Rodriguez,,https://www.thecrag.com/en/climbing/central-america/route/765642957,https://www.thecrag.com/en/climbing/central-america/area/765607386
Nada Imposible,5.10d,sport,,,1,R. Boscarino & E. Jimenez,,https://www.thecrag.com/en/climbing/central-america/route/765643056,https://www.thecrag.com/en/climbing/central-america/area/765607386
Old Shipwreck,V0-,boulder,,3m,,,,https://www.thecrag.com/en/climbing/central-america/route/12544393,https://www.thecrag.com/en/climbing/central-america/area/11885137
Crack Thing,V0-,boulder,,3m,,,,https://www.thecrag.com/en/climbing/central-america/route/12544441,https://www.thecrag.com/en/climbing/central-america/area/11885137
Traverse,V0-,boulder,,3m,,,,https://www.thecrag.com/en/climbing/central-america/route/12544489,https://www.thecrag.com/en/climbing/central-america/area/11885137
Dyno,V0-,boulder,,3m,,,,https://www.thecrag.com/en/climbing/central-america/route/12544537,https://www.thecrag.com/en/climbing/central-america/area/11885137
Te Quedas en La Siguiente,5,sport,8,10m,,,,https://www.thecrag.com/en/climbing/cuba/route/5935244973,https://www.thecrag.com/en/climbing/cuba/area/5934973338
Triangulo de Los Vertigos,6a+,sport,6,10m,,,,https://www.thecrag.com/en/climbing/cuba/route/5935245054,https://www.thecrag.com/en/climbing/cuba/area/5934973338
Bucanero,5,sport,6,10m,,,,https://www.thecrag.com/en/climbing/cuba/route/5935245135,https://www.thecrag.com/en/climbing/cuba/area/5934973338
Tranquila Nina,5,sport,7,11m,,,,https://www.thecrag.com/en/climbing/cuba/route/5935245216,https://www.thecrag.com/en/climbing/cuba/area/5934973338
Mal Viaje,5+,sport,9,11m,,,,https://www.thecrag.com/en/climbing/cuba/route/5935245297,https://www.thecrag.com/en/climbing/cuba/area/5934973338
La Guapa,6c,sport,9,12m,,,,https://www.thecrag.com/en/climbing/cuba/route/5935245378,https://www.thecrag.com/en/climbing/cuba/area/5934973338
Sombrero de Oro,6b+,sport,7,10m,,,,https://www.thecrag.com/en/climbing/cuba/route/5935245459,https://www.thecrag.com/en/climbing/cuba/area/5934973338
Soledad,5,sport,4,7m,,,,https://www.thecrag.com/en/climbing/cuba/route/5935245540,https://www.thecrag.com/en/climbing/cuba/area/5934973338
Picky Rincon,6a+,sport,11,25m,,,,https://www.thecrag.com/en/climbing/cuba/route/5935233150,https://www.thecrag.com/en/climbing/cuba/area/5934973458
Rikera,6b,sport,10,25m,,,,https://www.thecrag.com/en/climbing/cuba/route/5935233231,https://www.thecrag.com/en/climbing/cuba/area/5934973458
Jutia Dulce,6b+,sport,11,25m,,,,https://www.thecrag.com/en/climbing/cuba/route/5935233312,https://www.thecrag.com/en/climbing/cuba/area/5934973458
Tanden,6c,sport,10,20m,,,,https://www.thecrag.com/en/climbing/cuba/route/5935233393,https://www.thecrag.com/en/climbing/cuba/area/5934973458
Se Formo,7b,sport,10,22m,,,,https://www.thecrag.com/en/climbing/cuba/route/5935233474,https://www.thecrag.com/en/climbing/cuba/area/5934973458
Pegate al Lio,7b+,sport,10,22m,,,,https://www.thecrag.com/en/climbing/cuba/route/5935233555,https://www.thecrag.com/en/climbing/cuba/area/5934973458
NoName,7b,sport,10,20m,,,,https://www.thecrag.com/en/climbing/cuba/route/5935233636,https://www.thecrag.com/en/climbing/cuba/area/5934973458
Catalin,6a,sport,10,22m,,,,https://www.thecrag.com/en/climbing/cuba/route/5935239966,https://www.thecrag.com/en/climbing/cuba/area/5934973518
Calico Jack,6b,sport,11,25m,,,,https://www.thecrag.com/en/climbing/cuba/route/5935240047,https://www.thecrag.com/en/climbing/cuba/area/5934973518
La Tiza,6a,sport,10,20m,,,,https://www.thecrag.com/en/climbing/cuba/route/5935240128,https://www.thecrag.com/en/climbing/cuba/area/5934973518
La Caleta,6a,sport,10,20m,,,,https://www.thecrag.com/en/climbing/cuba/route/5935240209,https://www.thecrag.com/en/climbing/cuba/area/5934973518
Hemorroides de Acero,7a,sport,,90m,,,,https://www.thecrag.com/en/climbing/cuba/route/14266939,https://www.thecrag.com/en/climbing/cuba/area/12546517
Ruta Bely,6c+,sport,,,,,,https://www.thecrag.com/en/climbing/cuba/route/14266987,https://www.thecrag.com/en/climbing/cuba/area/12546517
Alimentando Mosquitos,7a,sport,,50m,,,,https://www.thecrag.com/en/climbing/cuba/route/14267035,https://www.thecrag.com/en/climbing/cuba/area/12546541
Holly Crap,7a,sport,,,1,,,https://www.thecrag.com/en/climbing/cuba/route/9408653364,https://www.thecrag.com/en/climbing/cuba/area/9408534246
Seneca,6c,sport,,,1,,,https://www.thecrag.com/en/climbing/cuba/route/9418947561,https://www.thecrag.com/en/climbing/cuba/area/9408534246
La escondida,6b+,sport,,,1,,,https://www.thecrag.com/en/climbing/cuba/route/9418965513,https://www.thecrag.com/en/climbing/cuba/area/9408534246
En tres y dos,6b+,sport,,,,,,https://www.thecrag.com/en/climbing/cuba/route/9418983903,https://www.thecrag.com/en/climbing/cuba/area/9408534246
La raíz,6a+,sport,,,1,,,https://www.thecrag.com/en/climbing/cuba/route/9419001717,https://www.thecrag.com/en/climbing/cuba/area/9408534246
Sam I’m,6c,sport,,,1,,,https://www.thecrag.com/en/climbing/cuba/route/9419022270,https://www.thecrag.com/en/climbing/cuba/area/9408534246
Se me quedó la barrena,6b+,sport,,,1,,,https://www.thecrag.com/en/climbing/cuba/route/9419045157,https://www.thecrag.com/en/climbing/cuba/area/9408534246
Pol. titan,6a+,sport,,,1,,,https://www.thecrag.com/en/climbing/cuba/route/9419063745,https://www.thecrag.com/en/climbing/cuba/area/9408534246
30metro,6a+,sport,,,1,,,https://www.thecrag.com/en/climbing/cuba/route/9419082315,https://www.thecrag.com/en/climbing/cuba/area/9408534246
Pica o no pica,6c,sport,,,1,,,https://www.thecrag.com/en/climbing/cuba/route/9419108073,https://www.thecrag.com/en/climbing/cuba/area/9408534246
Dios es bueno,7a,sport,10,,1,ola przybysz,,https://www.thecrag.com/en/climbing/cuba/route/9419180427,https://www.thecrag.com/en/climbing/cuba/area/9408534246
Pero no tanto,7a,sport,10,28m,1,ola przybysz,,https://www.thecrag.com/en/climbing/cuba/route/9419236473,https://www.thecrag.com/en/climbing/cuba/area/9408534246
Exiliado,7a,sport,,,1,,,https://www.thecrag.com/en/climbing/cuba/route/9419307036,https://www.thecrag.com/en/climbing/cuba/area/9408534246
Como le pongo,6b,sport,,,1,,,https://www.thecrag.com/en/climbing/cuba/route/9419322291,https://www.thecrag.com/en/climbing/cuba/area/9408534246
Todo cambia,5+,sport,13,,2,ola przybysz,,https://www.thecrag.com/en/climbing/cuba/route/9420416958,https://www.thecrag.com/en/climbing/cuba/area/9408534246
Tocororo macho,7c,sport,,,,,,https://www.thecrag.com/en/climbing/cuba/route/9420430536,https://www.thecrag.com/en/climbing/cuba/area/9408534246
Guataquita,6b+,sport,,,1,,,https://www.thecrag.com/en/climbing/cuba/route/9420432138,https://www.thecrag.com/en/climbing/cuba/area/9408534246
Ni me hables de Caletones,6a+,sport,,,1,,,https://www.thecrag.com/en/climbing/cuba/route/9420433107,https://www.thecrag.com/en/climbing/cuba/area/9408534246
Jinetero sin cabeza,6c,sport,12,,1,Alan,,https://www.thecrag.com/en/climbing/cuba/route/9420435426,https://www.thecrag.com/en/climbing/cuba/area/9408534246
Sangria,6b,sport,,,,,,https://www.thecrag.com/en/climbing/cuba/route/9420437061,https://www.thecrag.com/en/climbing/cuba/area/9408534246
