area_name,latitude,longitude,total_routes,grade_distribution,type_distribution,bbox,depth,is_leaf,url
Cueva Los Panaderos,22.1104435,-79.87857355,0,{},{},,2,0,https://www.thecrag.com/en/climbing/cuba/area/5700486663
Rio Oro,9.93920680000,-84.20995580000,10,"{""5.9"": 1, ""5.10a"": 1, ""5.10c"": 1, ""5.11a"": 1, ""5.11c"": 1, ""5.12a"": 1}","{""Trad"": {""count"": 2, ""pct"": ""100.0%""}}","9.9408765,-84.2124342,9.9375371,-84.2074774",2,0,https://www.thecrag.com/en/climbing/costa-rica/area/223884555
El Coliseo,9.92616585000,-84.22092070000,3,"{""5.9"": 1, ""5.10a"": 1, ""5.10c"": 1}",{},"9.926652,-84.2214464,9.9256797,-84.220395",2,0,https://www.thecrag.com/en/climbing/costa-rica/area/223884615
Pico Blanco,9.87464250357,-84.14554973126,23,"{""5.8"": 1, ""5.9"": 1, ""5.10a"": 1, ""5.10c"": 1, ""5.11a"": 1, ""5.11c"": 1, ""5.12a"": 1, ""5.12c"": 1, ""5.13a"": 1}",{},"9.8848252,-84.1554641,9.8640075,-84.1347424",2,0,https://www.thecrag.com/en/climbing/costa-rica/area/223884663
Forum,9.94525155000,-84.19769275000,38,"{""5.5"": 1, ""5.7"": 1, ""5.8"": 1, ""5.9"": 1, ""5.10a"": 1, ""5.10c"": 1, ""5.11a"": 1, ""5.11c"": 1, ""5.12a"": 1, ""5.12c"": 1, ""5.13a"": 1}","{""Trad"": {""count"": 3, ""pct"": ""60.0%""}, ""Sport"": {""count"": 2, ""pct"": ""40.0%""}}","9.9476398,-84.2004393,9.9428633,-84.1949462",2,0,https://www.thecrag.com/en/climbing/costa-rica/area/223884711
Piedra de Aserri,9.86099565000,-84.10451280000,8,"{""5.10a"": 1, ""5.10c"": 1, ""5.11a"": 1, ""5.11c"": 1}",{},"9.8622641,-84.1061114,9.8597272,-84.1029142",2,0,https://www.thecrag.com/en/climbing/costa-rica/area/223884759
Providencia,9.55463235000,-83.85797495000,9,"{""5.8"": 1, ""5.9"": 1, ""5.10a"": 1, ""5.10c"": 1, ""5.11a"": 1}","{""Sport"": {""count"": 2, ""pct"": ""100.0%""}}","9.5614035,-83.866558,9.5478612,-83.8493919",2,0,https://www.thecrag.com/en/climbing/costa-rica/area/223884807
Cerro de la Muerte,9.56673565000,-83.74974240000,3,"{""5.8"": 1, ""5.9"": 1, ""5.10a"": 1, ""5.10c"": 1}",{},"9.5693594,-83.7529181,9.5641119,-83.7465667",2,0,https://www.thecrag.com/en/climbing/costa-rica/area/223884855
Cerro Blanco,9.72370162327,-84.26508753848,0,{},{},,2,0,https://www.thecrag.com/en/climbing/costa-rica/area/5869092255
Malpais,9.59517079732,-85.14296932918,19,"{""5.8"": 1, ""5.9"": 1, ""5.10a"": 1, ""5.10c"": 1, ""5.11a"": 1, ""5.11c"": 1, ""5.12a"": 1, ""5.12c"": 1, ""5.13a"": 1, ""5.13c"": 1}",{},"9.5959581,-85.1436596,9.5944242,-85.1424043",2,0,https://www.thecrag.com/en/climbing/costa-rica/area/5869093569
Nauyaca Falls,9.72370162327,-84.26508753848,0,{},{},,2,0,https://www.thecrag.com/en/climbing/costa-rica/area/11240166090
Catalunya,41.6838497,1.88103725,32135,{},"{""Sport"": {""count"": 6, ""pct"": ""75.0%""}, ""Trad"": {""count"": 1, ""pct"": ""12.5%""}, ""Bouldering"": {""count"": 1, ""pct"": ""12.5%""}}","42.8575952,0.1730532,40.5101042,3.5890213",2,0,https://www.thecrag.com/en/climbing/spain/area/1842437106
El Tarragonès,41.1527912,1.3259936,24,{},"{""Sport"": {""count"": 1, ""pct"": ""100.0%""}}","41.1807992,1.2532865,41.1247832,1.3987007",2,0,https://www.thecrag.com/en/climbing/spain/costa-daurada/area/13361228112
Error 404 (Not Found)!!1,,,0,{},{},,2,0,https://www.thecrag.com/en/climbing/spain/costa-daurada/area/13362139131
El Alt Camp,41.32884728890,1.30892242012,788,{},"{""Sport"": {""count"": 3, ""pct"": ""75.0%""}, ""Bouldering"": {""count"": 1, ""pct"": ""25.0%""}}","41.4024718,1.0429611,41.263841,1.539155",2,0,https://www.thecrag.com/en/climbing/spain/costa-daurada/area/13554695019
El Baix Camp,41.13022284828,0.99554401544,1770,{},"{""Sport"": {""count"": 4, ""pct"": ""80.0%""}, ""Bouldering"": {""count"": 1, ""pct"": ""20.0%""}}","41.2714985,0.8439898,41.0296003,1.0859531",2,0,https://www.thecrag.com/en/climbing/spain/costa-daurada/area/13554564555
La Conca de Barberà,41.44313224824,1.20388001861,836,{},"{""Sport"": {""count"": 3, ""pct"": ""100.0%""}}","41.4050494,0.9076813,41.3189824,1.1803441",2,0,https://www.thecrag.com/en/climbing/spain/costa-daurada/area/13554780825
Capçanes,41.08506212978,0.81602685651,70,{},{},"41.0977225,0.8058443,41.0698892,0.8260513",2,0,https://www.thecrag.com/en/climbing/spain/costa-daurada/area/1221943005
La Ribera d'Ebre,41.13289391704,0.61618567911,507,{},"{""Sport"": {""count"": 1, ""pct"": ""50.0%""}, ""Trad"": {""count"": 1, ""pct"": ""50.0%""}}","41.105857,0.6380089,40.9309981,0.8749264",2,0,https://www.thecrag.com/en/climbing/spain/costa-daurada/area/13555103394
La Terra Alta,41.05489034646,0.37255682675,908,{},"{""Sport"": {""count"": 2, ""pct"": ""66.7%""}, ""Trad"": {""count"": 1, ""pct"": ""33.3%""}}","41.0623977,0.3318883,40.9534576,0.5712282",2,0,https://www.thecrag.com/en/climbing/spain/costa-daurada/area/13555117869
El Baix Ebre,40.83701373224,0.57647432801,29,{},"{""Trad"": {""count"": 1, ""pct"": ""25.0%""}, ""Sport"": {""count"": 2, ""pct"": ""50.0%""}, ""Aid"": {""count"": 1, ""pct"": ""25.0%""}}","40.9784954,0.2261395,40.6553507,0.5406501",2,0,https://www.thecrag.com/en/climbing/spain/costa-daurada/area/13555117929
El Montsià,40.65239815153,0.52069455309,504,{},"{""Sport"": {""count"": 2, ""pct"": ""100.0%""}}","40.6945686,0.4435916,40.5192881,0.5939738",2,0,https://www.thecrag.com/en/climbing/spain/costa-daurada/area/13555117989
Error 404 (Not Found)!!1,,,0,{},{},,2,0,https://www.thecrag.com/en/climbing/spain/costa-daurada/area/13320253782
Solà d’Enclar,42.50158426660,1.50303455829,76,{},"{""Sport"": {""count"": 6, ""pct"": ""85.7%""}, ""Alpine"": {""count"": 1, ""pct"": ""14.3%""}}","42.50307,1.5008502,42.4999673,1.5055279",2,0,https://www.thecrag.com/en/climbing/europe/area/1846830576
Prohibit,42.52793125033,1.56431721172,30,{},{},"42.5286168,1.5631995,42.5274704,1.5650878",2,0,https://www.thecrag.com/en/climbing/europe/area/3435904395
Sant Antoni de la Grella,42.52805227296,1.52060506805,22,{},"{""Sport"": {""count"": 2, ""pct"": ""100.0%""}}","42.5287908,1.5199489,42.5272727,1.5212846",2,0,https://www.thecrag.com/en/climbing/europe/area/1846830864
Roc de la Guilla,42.51429685000,1.55902955000,33,{},"{""Sport"": {""count"": 4, ""pct"": ""100.0%""}}","42.5144224,1.5587372,42.5141713,1.5593219",2,0,https://www.thecrag.com/en/climbing/europe/area/1846830720
Sector Juberri,42.44094733333,1.49499298108,14,{},{},"42.4418341,1.4940548,42.4403614,1.4961791",2,0,https://www.thecrag.com/en/climbing/europe/area/3404324049
Sant Martí de Nagol,42.47480817407,1.49316584333,2,{},{},"42.4749831,1.4929587,42.4745762,1.4933771",2,0,https://www.thecrag.com/en/climbing/europe/area/5411528205
Error 404 (Not Found)!!1,,,0,{},{},,2,0,https://www.thecrag.com/en/climbing/europe/area/4030393416
Error 404 (Not Found)!!1,,,0,{},{},,2,0,https://www.thecrag.com/en/climbing/europe/area/3238255323
Error 404 (Not Found)!!1,,,0,{},{},,2,0,https://www.thecrag.com/en/climbing/europe/area/4005252528
Piràmide,42.50536254991,1.50491627896,39,{},"{""Sport"": {""count"": 3, ""pct"": ""75.0%""}, ""Alpine"": {""count"": 1, ""pct"": ""25.0%""}}","42.506708,1.5014363,42.5041595,1.5084744",2,0,https://www.thecrag.com/en/climbing/europe/area/1846830624
Error 404 (Not Found)!!1,,,0,{},{},,2,0,https://www.thecrag.com/en/climbing/europe/area/1846830672
La Cova de Sant Antoni,42.52820106874,1.52151311221,10,{},{},"42.5283369,1.5213431,42.5280641,1.521681",2,0,https://www.thecrag.com/en/climbing/europe/area/11835334779
Error 404 (Not Found)!!1,,,0,{},{},,2,0,https://www.thecrag.com/en/climbing/europe/area/6264569490
Error 404 (Not Found)!!1,,,0,{},{},,2,0,https://www.thecrag.com/en/climbing/europe/area/3782691507
La Pastisseria,42.56401637381,1.53128589869,18,{},{},"42.5641464,1.5305275,42.5638857,1.5320188",2,0,https://www.thecrag.com/en/climbing/europe/area/6148283535
Encodina,42.62464250000,1.52348090000,15,{},{},"42.6247096,1.5233213,42.6245754,1.5236405",2,0,https://www.thecrag.com/en/climbing/europe/area/3229944627
Creusans,42.63343973108,1.47727619157,4,{},{},"42.6335388,1.477063,42.6333553,1.4775351",2,0,https://www.thecrag.com/en/climbing/europe/area/3435604338
Arcalís,42.62366072770,1.48592773333,2,"{""5.8"": 1, ""5.9"": 1}",{},"42.623937,1.4855308,42.6233804,1.4863354",2,0,https://www.thecrag.com/en/climbing/europe/area/1846830960
Error 404 (Not Found)!!1,,,0,{},{},,2,0,https://www.thecrag.com/en/climbing/europe/area/8017686318
Agulles d’Engolasters,42.51591105000,1.57330830000,17,{},{},"42.5160336,1.5731487,42.5157885,1.5734679",2,0,https://www.thecrag.com/en/climbing/europe/area/1846830816
Error 404 (Not Found)!!1,,,0,{},{},,2,0,https://www.thecrag.com/en/climbing/europe/area/3238356309
Boulder de Coll Jovell,42.51037745000,1.56916200000,41,{},"{""Sport"": {""count"": 5, ""pct"": ""100.0%""}}","42.5104644,1.5690413,42.5102905,1.5692827",2,0,https://www.thecrag.com/en/climbing/europe/area/1846830768
El Carcamanyà,42.52352707946,1.56324357518,9,{},{},"42.5239637,1.5626013,42.5230939,1.5638781",2,0,https://www.thecrag.com/en/climbing/europe/area/3435653790
Error 404 (Not Found)!!1,,,0,{},{},,2,0,https://www.thecrag.com/en/climbing/europe/area/8261329194
Error 404 (Not Found)!!1,,,0,{},{},,2,0,https://www.thecrag.com/en/climbing/europe/area/3435653160
L'Avet,42.50193662174,1.55485881909,15,{},{},"42.5022075,1.5545467,42.5016775,1.555185",2,0,https://www.thecrag.com/en/climbing/europe/area/10788899148
Error 404 (Not Found)!!1,,,0,{},{},,2,0,https://www.thecrag.com/en/climbing/europe/area/3749202054
Error 404 (Not Found)!!1,,,0,{},{},,2,0,https://www.thecrag.com/en/climbing/europe/area/5431907934
Error 404 (Not Found)!!1,,,0,{},{},,2,0,https://www.thecrag.com/en/climbing/europe/area/3782697234
Riu Urina,42.55926335000,1.58391725000,12,{},{},"42.5593404,1.5837865,42.5591863,1.584048",2,0,https://www.thecrag.com/en/climbing/europe/area/1846830912
Mur Cascada de Les Moles,42.57222682861,1.61535414431,4,{},{},"42.5723749,1.6150144,42.5720835,1.6155522",2,0,https://www.thecrag.com/en/climbing/europe/area/4621849542
Error 404 (Not Found)!!1,,,0,{},{},,2,0,https://www.thecrag.com/en/climbing/europe/area/3404529651
Error 404 (Not Found)!!1,,,0,{},{},,2,0,https://www.thecrag.com/en/climbing/europe/area/3435604881
Error 404 (Not Found)!!1,,,0,{},{},,2,0,https://www.thecrag.com/en/climbing/europe/area/8154713148
Error 404 (Not Found)!!1,,,0,{},{},,2,0,https://www.thecrag.com/en/climbing/europe/area/1846831008
Error 404 (Not Found)!!1,,,0,{},{},,2,0,https://www.thecrag.com/en/climbing/europe/area/4030509090
Error 404 (Not Found)!!1,,,0,{},{},,2,0,https://www.thecrag.com/en/climbing/europe/area/8193965541
Mirador de Palomera,42.48896956667,1.51578220000,22,{},{},"42.4890228,1.515651,42.4888903,1.5158729",2,0,https://www.thecrag.com/en/climbing/europe/area/14169482097
Maja e Papingut,40.14174276667,20.44423349046,0,{},{},"40.1697361,20.4000516,40.1125206,20.4886289",2,0,https://www.thecrag.com/en/climbing/albania/area/1407119703
Norðradalur,62.04975699586,-6.95426487618,26,{},{},"62.0508465,-6.9588907,62.0480073,-6.9482907",2,0,https://www.thecrag.com/en/climbing/europe/area/5339106918
Error 404 (Not Found)!!1,,,0,{},{},,2,0,https://www.thecrag.com/en/climbing/estonia/area/6044731785
Error 404 (Not Found)!!1,,,0,{},{},,2,0,https://www.thecrag.com/en/climbing/europe/area/5367196734
Error 404 (Not Found)!!1,,,0,{},{},,2,0,https://www.thecrag.com/en/climbing/europe/area/5367196788
Error 404 (Not Found)!!1,,,0,{},{},,2,0,https://www.thecrag.com/en/climbing/europe/area/5367196842
Error 404 (Not Found)!!1,,,0,{},{},,2,0,https://www.thecrag.com/en/climbing/europe/area/5367196896
Error 404 (Not Found)!!1,,,0,{},{},,2,0,https://www.thecrag.com/en/climbing/europe/area/5367196950
Error 404 (Not Found)!!1,,,0,{},{},,2,0,https://www.thecrag.com/en/climbing/europe/area/5367197004
Error 404 (Not Found)!!1,,,0,{},{},,2,0,https://www.thecrag.com/en/climbing/europe/area/5367197058
Error 404 (Not Found)!!1,,,0,{},{},,2,0,https://www.thecrag.com/en/climbing/europe/area/5367197112
Error 404 (Not Found)!!1,,,0,{},{},,2,0,https://www.thecrag.com/en/climbing/europe/area/5367197166
Error 404 (Not Found)!!1,,,0,{},{},,2,0,https://www.thecrag.com/en/climbing/europe/area/5367197220
Error 404 (Not Found)!!1,,,0,{},{},,2,0,https://www.thecrag.com/en/climbing/europe/area/5367197274
Error 404 (Not Found)!!1,,,0,{},{},,2,0,https://www.thecrag.com/en/climbing/europe/area/5367197328
Error 404 (Not Found)!!1,,,0,{},{},,2,0,https://www.thecrag.com/en/climbing/europe/area/5367197382
Le Pulec,49.24495299838,-2.25119475056,6,{},"{""Bouldering"": {""count"": 1, ""pct"": ""100.0%""}}","49.2471621,-2.2535527,49.2427457,-2.2487696",2,0,https://www.thecrag.com/en/climbing/europe/area/5367197436
Error 404 (Not Found)!!1,,,0,{},{},,2,0,https://www.thecrag.com/en/climbing/europe/area/5367197490
Error 404 (Not Found)!!1,,,0,{},{},,2,0,https://www.thecrag.com/en/climbing/europe/area/5367197544
Error 404 (Not Found)!!1,,,0,{},{},,2,0,https://www.thecrag.com/en/climbing/europe/area/5367197598
Error 404 (Not Found)!!1,,,0,{},{},,2,0,https://www.thecrag.com/en/climbing/europe/area/5367197652
Error 404 (Not Found)!!1,,,0,{},{},,2,0,https://www.thecrag.com/en/climbing/europe/area/5367197706
Error 404 (Not Found)!!1,,,0,{},{},,2,0,https://www.thecrag.com/en/climbing/europe/area/5367209622
Error 404 (Not Found)!!1,,,0,{},{},,2,0,https://www.thecrag.com/en/climbing/europe/area/5367209676
Error 404 (Not Found)!!1,,,0,{},{},,2,0,https://www.thecrag.com/en/climbing/europe/area/5367209730
Error 404 (Not Found)!!1,,,0,{},{},,2,0,https://www.thecrag.com/en/climbing/europe/area/5367209784
Error 404 (Not Found)!!1,,,0,{},{},,2,0,https://www.thecrag.com/en/climbing/europe/area/5367209838
Error 404 (Not Found)!!1,,,0,{},{},,2,0,https://www.thecrag.com/en/climbing/europe/area/5367209892
Error 404 (Not Found)!!1,,,0,{},{},,2,0,https://www.thecrag.com/en/climbing/europe/area/5367209946
Error 404 (Not Found)!!1,,,0,{},{},,2,0,https://www.thecrag.com/en/climbing/europe/area/5367210000
Error 404 (Not Found)!!1,,,0,{},{},,2,0,https://www.thecrag.com/en/climbing/europe/area/13030413693
Error 404 (Not Found)!!1,,,0,{},{},,2,0,https://www.thecrag.com/en/climbing/italy/area/7936318242
Error 404 (Not Found)!!1,,,0,{},{},,2,0,https://www.thecrag.com/en/climbing/europe/area/11884873
Berim,42.90057440000,20.58089690000,10,{},{},"42.9047241,20.5716272,42.8964247,20.5901666",2,0,https://www.thecrag.com/en/climbing/europe/area/4638291519
Error 404 (Not Found)!!1,,,0,{},{},,2,0,https://www.thecrag.com/en/climbing/europe/area/5159268951
Error 404 (Not Found)!!1,,,0,{},{},,2,0,https://www.thecrag.com/en/climbing/europe/area/5159635314
Error 404 (Not Found)!!1,,,0,{},{},,2,0,https://www.thecrag.com/en/climbing/europe/area/13030795590
Athens,37.9896737,23.60347665,2102,{},"{""Sport"": {""count"": 21, ""pct"": ""87.5%""}, ""Trad"": {""count"": 3, ""pct"": ""12.5%""}}","38.341264,23.1093038,37.6380834,24.0976495",2,0,https://www.thecrag.com/en/climbing/greece/area/11882521
Tourkovounia,38.00398229572,23.75696803295,81,{},"{""Sport"": {""count"": 3, ""pct"": ""100.0%""}}","38.0088031,23.7518345,37.999885,23.7633358",2,0,https://www.thecrag.com/en/climbing/greece/area/1448281935
Portes,38.49213135,22.3869418,75,{},"{""Sport"": {""count"": 3, ""pct"": ""100.0%""}}","38.4941047,22.3860627,38.490158,22.3878209",2,0,https://www.thecrag.com/en/climbing/greece/area/3072909303
Nestani,37.60530095,22.4458794,81,{},"{""Sport"": {""count"": 6, ""pct"": ""100.0%""}}","37.6101458,22.4323825,37.6004561,22.4593763",2,0,https://www.thecrag.com/en/climbing/greece/area/8656724676
Parnitha,38.16290785,23.7129966,723,{},"{""Sport"": {""count"": 5, ""pct"": ""62.5%""}, ""Trad"": {""count"": 3, ""pct"": ""37.5%""}}","38.1550624,23.6288316,38.0950957,23.7645353",2,0,https://www.thecrag.com/en/climbing/greece/area/2038815825
Penteli,38.08021715,23.894786,192,{},"{""Sport"": {""count"": 5, ""pct"": ""62.5%""}, ""Trad"": {""count"": 1, ""pct"": ""12.5%""}, ""Bouldering"": {""count"": 2, ""pct"": ""25.0%""}}","38.1144708,23.8372794,38.0459635,23.9522926",2,0,https://www.thecrag.com/en/climbing/greece/area/2038862826
Ymittos,37.90974815,23.79969635,552,{},"{""Sport"": {""count"": 9, ""pct"": ""75.0%""}, ""Trad"": {""count"": 3, ""pct"": ""25.0%""}}","38.0031612,23.7605576,37.8163351,23.8388351",2,0,https://www.thecrag.com/en/climbing/greece/area/1679687967
Aetofolia,38.09243422719,23.32845896102,51,{},"{""Sport"": {""count"": 3, ""pct"": ""100.0%""}}","38.0934531,23.3273532,38.091587,23.3292952",2,0,https://www.thecrag.com/en/climbing/greece/area/916872234
Error 404 (Not Found)!!1,,,0,{},{},,2,0,https://www.thecrag.com/en/climbing/greece/area/973488105
Chaos Lavrio,37.72086062807,24.02135852623,32,{},{},"37.721278,24.021,37.720442,24.0217135",2,0,https://www.thecrag.com/en/climbing/greece/area/1475237610
Keratea,37.78505848877,23.97162732758,44,{},{},"37.7853317,23.971305,37.7847904,23.9719348",2,0,https://www.thecrag.com/en/climbing/greece/area/13810641726
Daskaleio,37.83137160703,24.05827929655,38,{},{},"37.8322595,24.0578294,37.8305668,24.0587575",2,0,https://www.thecrag.com/en/climbing/greece/area/287615418
Etos,38.00189713594,23.95765619886,17,{},{},"38.002353,23.9571045,38.0014653,23.9581881",2,0,https://www.thecrag.com/en/climbing/greece/area/2038565700
Filopapou,37.96543373066,23.71751119889,32,{},"{""Sport"": {""count"": 2, ""pct"": ""100.0%""}}","37.9657813,23.717196,37.9651951,23.7180043",2,0,https://www.thecrag.com/en/climbing/greece/area/445196715
Iera Odos,38.03339312175,23.64279697957,78,{},"{""Sport"": {""count"": 8, ""pct"": ""100.0%""}}","38.0352145,23.639437,38.0318512,23.6452735",2,0,https://www.thecrag.com/en/climbing/greece/area/264875256
Kakia Thalassa,37.83277906822,24.04702941591,31,{},"{""Sport"": {""count"": 3, ""pct"": ""100.0%""}}","37.8339394,24.0458132,37.8315582,24.0486134",2,0,https://www.thecrag.com/en/climbing/greece/area/314972430
Error 404 (Not Found)!!1,,,0,{},{},,2,0,https://www.thecrag.com/en/climbing/greece/area/7187215212
Zacharitsa,38.06384514978,23.69569612539,14,{},{},"38.0639002,23.69558,38.0637861,23.6958563",2,0,https://www.thecrag.com/en/climbing/greece/area/9055321749
Error 404 (Not Found)!!1,,,0,{},{},,2,0,https://www.thecrag.com/en/climbing/greece/area/4835336607
Mavrosouvala,38.25165734709,23.80579887905,47,{},{},"38.2526593,23.8051201,38.2506373,23.8065011",2,0,https://www.thecrag.com/en/climbing/greece/area/321319218
Merenda,37.85388616913,23.99298461284,54,{},"{""Sport"": {""count"": 2, ""pct"": ""100.0%""}}","37.8602064,23.9815181,37.8475165,24.0045637",2,0,https://www.thecrag.com/en/climbing/greece/area/4763606640
Error 404 (Not Found)!!1,,,0,{},{},,2,0,https://www.thecrag.com/en/climbing/greece/area/4190604924
Pateras - Rachi Ntoskouri,38.04519591848,23.36814384515,3,{},{},"38.0464113,23.3664445,38.0441512,23.3700065",2,0,https://www.thecrag.com/en/climbing/greece/area/3139824204
Pateras - Kandyli,38.05425123081,23.40926666183,9,{},{},"38.0568553,23.4058327,38.0518709,23.4145874",2,0,https://www.thecrag.com/en/climbing/greece/area/578736270
Varkiza,37.81505809765,23.82114770460,0,{},{},"37.8193072,23.8172138,37.8114418,23.8246811",2,0,https://www.thecrag.com/en/climbing/greece/area/311002260
Error 404 (Not Found)!!1,,,0,{},{},,2,0,https://www.thecrag.com/en/climbing/greece/area/1724648454
INDOOR,38.07051780393,23.70724219788,0,{},{},"38.070576,23.707195,38.0704599,23.7072889",2,0,https://www.thecrag.com/en/climbing/greece/area/6796719249
Error 404 (Not Found)!!1,,,0,{},{},,2,0,https://www.thecrag.com/en/climbing/greece/area/1668822585
Error 404 (Not Found)!!1,,,0,{},{},,2,0,https://www.thecrag.com/en/climbing/greece/area/1668807633
Error 404 (Not Found)!!1,,,0,{},{},,2,0,https://www.thecrag.com/en/climbing/greece/area/1724665770
Error 404 (Not Found)!!1,,,0,{},{},,2,0,https://www.thecrag.com/en/climbing/greece/area/1724664945
Error 404 (Not Found)!!1,,,0,{},{},,2,0,https://www.thecrag.com/en/climbing/greece/area/1951252656
Error 404 (Not Found)!!1,,,0,{},{},,2,0,https://www.thecrag.com/en/climbing/greece/area/9398213091
No Biggie,37.92382350020,23.74819840407,0,{},{},"37.9239214,23.7480169,37.9237289,23.7483736",2,0,https://www.thecrag.com/en/climbing/greece/area/10567086663
Keratsini,37.978504,23.61931375,61,{},"{""Sport"": {""count"": 1, ""pct"": ""100.0%""}}","37.9796371,23.6172176,37.9773709,23.6214099",2,0,https://www.thecrag.com/en/climbing/greece/area/4014339903#t13600062873
Spilia,37.83277906822,24.04702941591,7,{},{},,2,0,https://www.thecrag.com/en/climbing/greece/area/314978736
El Moianès,41.79356556668,2.08319297288,1221,{},"{""Sport"": {""count"": 6, ""pct"": ""100.0%""}}","41.822454,1.9691168,41.7232692,2.2009988",2,0,https://www.thecrag.com/en/climbing/spain/barcelona-area/area/13360357389
Error 404 (Not Found)!!1,,,0,{},{},,2,0,https://www.thecrag.com/en/climbing/spain/moia/area/454409499
Dreta,41.79259223939,2.07736511905,90,{},{},"41.7938904,2.075849,41.7912728,2.0789478",2,0,https://www.thecrag.com/en/climbing/spain/moia/area/13210669842
Mediterranean Region,36.76368902643,32.02139022916,2463,{},"{""Sport"": {""count"": 6, ""pct"": ""85.7%""}, ""Alpine"": {""count"": 1, ""pct"": ""14.3%""}}","38.3596483,27.2326994,35.8397834,36.6888676",2,0,https://www.thecrag.com/en/climbing/turkey/area/649593726
Error 404 (Not Found)!!1,,,0,{},{},,2,0,https://www.thecrag.com/en/climbing/turkey/antalya/area/579212205
Beycik,36.48970616975,30.45667218431,60,{},"{""Sport"": {""count"": 6, ""pct"": ""100.0%""}}","36.4901065,30.4561675,36.4892741,30.4572028",2,0,https://www.thecrag.com/en/climbing/turkey/antalya/area/6264062958
Öküzini,36.7600734,30.94058515,11,{},"{""Sport"": {""count"": 2, ""pct"": ""100.0%""}}",,2,0,https://www.thecrag.com/en/climbing/turkey/antalya/area/637181886
Error 404 (Not Found)!!1,,,0,{},{},,2,0,https://www.thecrag.com/en/climbing/turkey/antalya/area/1477632756
Error 404 (Not Found)!!1,,,0,{},{},,2,0,https://www.thecrag.com/en/climbing/turkey/antalya/area/1477633536
Error 404 (Not Found)!!1,,,0,{},{},,2,0,https://www.thecrag.com/en/climbing/turkey/antalya/area/1477633602
Kanyon Right,36.78647558761,30.41666877839,35,{},{},,2,0,https://www.thecrag.com/en/climbing/turkey/antalya/area/1477633668
Error 404 (Not Found)!!1,,,0,{},{},,2,0,https://www.thecrag.com/en/climbing/turkey/antalya/area/1477633734
Error 404 (Not Found)!!1,,,0,{},{},,2,0,https://www.thecrag.com/en/climbing/turkey/antalya/area/1477633800
Error 404 (Not Found)!!1,,,0,{},{},,2,0,https://www.thecrag.com/en/climbing/turkey/antalya/area/1477636026
Error 404 (Not Found)!!1,,,0,{},{},,2,0,https://www.thecrag.com/en/climbing/turkey/antalya/area/1477637061
Error 404 (Not Found)!!1,,,0,{},{},,2,0,https://www.thecrag.com/en/climbing/turkey/antalya/area/954191367
Yarasali,36.7600734,30.94058515,0,{},{},,2,0,https://www.thecrag.com/en/climbing/turkey/antalya/area/954191427
Kızılalan,36.59144634962,32.04822984257,0,{},{},"36.5921788,32.0471573,36.5905594,32.0491099",2,0,https://www.thecrag.com/en/climbing/turkey/antalya/area/2160705948
Kaputaş,36.23049962442,29.44985740086,17,{},{},"36.2309159,29.4495004,36.2301983,29.4501119",2,0,https://www.thecrag.com/en/climbing/turkey/antalya/area/10496084715
Error 404 (Not Found)!!1,,,0,{},{},,2,0,https://www.thecrag.com/en/climbing/turkey/antalya/area/13391765670
Left side,36.7600734,30.94058515,9,{},{},,2,0,https://www.thecrag.com/en/climbing/turkey/antalya/area/3340697655
Kourtelorotsos,34.79636511946,32.70272886837,71,{},"{""Sport"": {""count"": 6, ""pct"": ""100.0%""}}","34.7969932,32.7018184,34.7957031,32.7036154",2,0,https://www.thecrag.com/en/climbing/middle-east/area/129930600
Ineia-Drousheia Area,34.9633193,32.37885845,142,{},"{""Sport"": {""count"": 3, ""pct"": ""60.0%""}, ""Bouldering"": {""count"": 2, ""pct"": ""40.0%""}}","34.9719792,32.360028,34.9546594,32.3976889",2,0,https://www.thecrag.com/en/climbing/middle-east/area/7034826309
Error 404 (Not Found)!!1,,,0,{},{},,2,0,https://www.thecrag.com/en/climbing/middle-east/area/5353624995
Error 404 (Not Found)!!1,,,0,{},{},,2,0,https://www.thecrag.com/en/climbing/middle-east/area/5898024555
Episkopi (Lemessos),34.67780853196,32.87536307110,15,{},{},"34.6782157,32.8744932,34.6773092,32.8761669",2,0,https://www.thecrag.com/en/climbing/middle-east/area/5398683633
Error 404 (Not Found)!!1,,,0,{},{},,2,0,https://www.thecrag.com/en/climbing/middle-east/area/7505005944
Cape Greko,34.97182512265,34.06176286758,61,{},"{""Trad"": {""count"": 2, ""pct"": ""33.3%""}, ""Sport"": {""count"": 3, ""pct"": ""50.0%""}, ""Bouldering"": {""count"": 1, ""pct"": ""16.7%""}}","34.9932675,34.0275238,34.9504332,34.0943216",2,0,https://www.thecrag.com/en/climbing/middle-east/area/7160757999
Error 404 (Not Found)!!1,,,0,{},{},,2,0,https://www.thecrag.com/en/climbing/middle-east/area/10989736434
Error 404 (Not Found)!!1,,,0,{},{},,2,0,https://www.thecrag.com/en/climbing/middle-east/area/7505015871
Error 404 (Not Found)!!1,,,0,{},{},,2,0,https://www.thecrag.com/en/climbing/middle-east/area/7505031978
Error 404 (Not Found)!!1,,,0,{},{},,2,0,https://www.thecrag.com/en/climbing/middle-east/area/7505078814
Error 404 (Not Found)!!1,,,0,{},{},,2,0,https://www.thecrag.com/en/climbing/middle-east/area/7505107383
Error 404 (Not Found)!!1,,,0,{},{},,2,0,https://www.thecrag.com/en/climbing/middle-east/area/7505151510
